year	concentration	uncert
1979.13	341.337	0.810
1979.21	342.407	0.826
1979.29	341.943	0.756
1979.38	341.112	0.885
1979.46	339.358	1.364
1979.54	334.243	1.163
1979.63	329.395	1.056
1979.71	329.791	0.853
1979.79	334.332	0.626
1979.88	338.397	0.684
1979.96	340.620	1.090
1980.04	342.975	0.882
1980.13	344.397	0.810
1980.21	345.347	0.826
1980.29	345.693	0.756
1980.38	345.092	0.885
1980.46	341.988	1.364
1980.54	335.833	1.163
1980.63	331.075	1.056
1980.71	332.471	0.853
1980.79	336.572	0.626
1980.88	340.317	0.684
1980.96	342.870	1.090
1981.04	344.545	0.882
1981.13	345.737	0.810
1981.21	346.327	0.826
1981.29	346.183	0.756
1981.38	345.592	0.885
1981.46	342.418	1.364
1981.54	336.883	1.163
1981.63	332.545	1.056
1981.71	333.101	0.853
1981.79	337.382	0.626
1981.88	341.637	0.684
1981.96	343.720	1.090
1982.04	345.125	0.882
1982.13	346.257	0.810
1982.21	346.827	0.826
1982.29	346.523	0.756
1982.38	345.762	0.885
1982.46	343.088	1.364
1982.54	337.863	1.163
1982.63	332.755	1.056
1982.71	332.961	0.853
1982.79	337.432	0.626
1982.88	341.757	0.684
1982.96	344.130	1.090
1983.04	345.935	0.882
1983.13	346.517	0.810
1983.21	346.827	0.826
1983.29	347.793	0.756
1983.38	348.052	0.885
1983.46	345.498	1.364
1983.54	339.903	1.163
1983.63	334.925	1.056
1983.71	335.471	0.853
1983.79	339.722	0.626
1983.88	343.627	0.684
1983.96	346.160	1.090
1984.04	348.045	0.882
1984.13	348.747	0.810
1984.21	349.347	0.826
1984.29	349.733	0.756
1984.38	349.462	0.885
1984.46	346.848	1.364
1984.54	341.293	1.163
1984.63	336.645	1.056
1984.71	337.061	0.853
1984.79	341.552	0.626
1984.88	345.517	0.684
1984.96	347.470	1.090
1985.04	348.645	0.882
1985.13	349.697	0.810
1985.21	350.707	0.826
1985.29	350.713	0.756
1985.38	350.652	0.885
1985.46	348.960	1.180
1985.54	343.333	0.438
1985.63	338.263	0.513
1985.71	339.380	0.430
1985.79	342.888	0.177
1985.88	345.602	0.082
1985.96	348.376	0.434
1986.04	350.680	0.500
1986.13	351.513	0.457
1986.21	352.259	0.301
1986.29	352.566	0.364
1986.38	352.410	0.720
1986.46	350.100	1.180
1986.54	345.163	0.438
1986.63	340.753	0.513
1986.71	340.180	0.430
1986.79	344.378	0.177
1986.88	347.882	0.082
1986.96	349.126	0.434
1987.04	350.350	0.500
1987.13	351.763	0.457
1987.21	353.019	0.301
1987.29	353.476	0.364
1987.38	353.360	0.720
1987.46	351.560	1.180
1987.54	347.533	0.438
1987.63	342.303	0.513
1987.71	342.060	0.430
1987.79	346.398	0.177
1987.88	350.252	0.082
1987.96	351.996	0.434
1988.04	353.710	0.500
1988.13	355.003	0.457
1988.21	356.149	0.301
1988.29	356.886	0.364
1988.38	356.530	0.720
1988.46	354.030	1.180
1988.54	349.523	0.438
1988.63	345.133	0.513
1988.71	345.780	0.430
1988.79	350.328	0.177
1988.88	354.012	0.082
1988.96	355.386	0.434
1989.04	357.200	0.500
1989.13	358.833	0.457
1989.21	359.769	0.301
1989.29	359.176	0.364
1989.38	358.380	0.720
1989.46	356.510	1.180
1989.54	351.523	0.438
1989.63	346.383	0.513
1989.71	346.990	0.430
1989.79	350.808	0.177
1989.88	355.722	0.082
1989.96	359.246	0.434
1990.04	359.470	0.500
1990.13	359.213	0.457
1990.21	360.259	0.301
1990.29	360.396	0.364
1990.38	359.630	0.720
1990.46	356.160	1.180
1990.54	350.563	0.438
1990.63	346.833	0.513
1990.71	347.150	0.430
1990.79	351.448	0.177
1990.88	355.882	0.082
1990.96	357.786	0.434
1991.04	359.890	0.500
1991.13	360.933	0.457
1991.21	361.159	0.301
1991.29	361.346	0.364
1991.38	360.830	0.720
1991.46	358.710	1.180
1991.54	353.513	0.438
1991.63	348.333	0.513
1991.71	348.620	0.430
1991.79	352.828	0.177
1991.88	357.332	0.082
1991.96	360.776	0.434
1992.04	362.170	0.500
1992.13	362.243	0.457
1992.21	362.939	0.301
1992.29	362.496	0.364
1992.38	362.100	0.720
1992.46	359.630	1.180
1992.54	352.663	0.438
1992.63	347.563	0.513
1992.71	348.010	0.430
1992.79	352.268	0.177
1992.88	356.382	0.082
1992.96	359.426	0.434
1993.04	360.740	0.500
1993.13	361.213	0.457
1993.21	362.339	0.301
1993.29	362.936	0.364
1993.38	362.690	0.720
1993.46	359.460	1.180
1993.54	353.063	0.438
1993.63	348.873	0.513
1993.71	349.290	0.430
1993.79	353.458	0.177
1993.88	357.272	0.082
1993.96	359.776	0.434
1994.04	362.070	0.500
1994.13	363.593	0.457
1994.21	364.449	0.301
1994.29	364.166	0.364
1994.38	363.440	0.720
1994.46	361.020	1.180
1994.54	355.793	0.438
1994.63	350.813	0.513
1994.71	351.080	0.430
1994.79	355.398	0.177
1994.88	360.222	0.082
1994.96	362.546	0.434
1995.04	363.590	0.500
1995.13	364.803	0.457
1995.21	365.579	0.301
1995.29	365.056	0.364
1995.38	364.640	0.720
1995.46	362.320	1.180
1995.54	357.433	0.438
1995.63	352.943	0.513
1995.71	353.530	0.430
1995.79	357.348	0.177
1995.88	362.272	0.082
1995.96	364.816	0.434
1996.04	365.460	0.500
1996.13	366.123	0.457
1996.21	366.819	0.301
1996.29	367.106	0.364
1996.38	367.550	0.720
1996.46	366.030	1.180
1996.54	361.963	0.438
1996.63	356.293	0.513
1996.71	354.950	0.430
1996.79	359.238	0.177
1996.88	363.492	0.082
1996.96	365.466	0.434
1997.04	367.400	0.500
1997.13	368.023	0.457
1997.21	367.769	0.301
1997.29	367.806	0.364
1997.38	368.020	0.720
1997.46	365.100	1.180
1997.54	359.795	0.438
1997.63	355.240	0.513
1997.71	356.110	0.430
1997.79	360.485	0.177
1997.88	364.365	0.082
1997.96	366.875	0.434
1998.04	368.545	0.500
1998.13	369.585	0.457
1998.21	369.990	0.301
1998.29	370.220	0.364
1998.38	370.425	0.720
1998.46	368.345	1.180
1998.54	363.125	0.438
1998.63	358.733	0.513
1998.71	359.730	0.430
1998.79	364.268	0.177
1998.88	368.712	0.082
1998.96	371.036	0.434
1999.04	372.390	0.500
1999.13	373.153	0.457
1999.21	373.629	0.301
1999.29	373.896	0.364
1999.38	373.760	0.720
1999.46	370.960	1.180
1999.54	364.533	0.438
1999.63	359.693	0.513
1999.71	360.710	0.430
1999.79	365.088	0.177
1999.88	369.292	0.082
1999.96	371.926	0.434
2000.04	372.990	0.500
2000.13	373.823	0.457
2000.21	374.699	0.301
2000.29	375.026	0.364
2000.38	375.060	0.720
2000.46	371.940	1.180
2000.54	366.003	0.438
2000.63	362.150	0.513
2000.71	362.475	0.430
2000.79	367.090	0.177
2000.88	370.985	0.082
2000.96	372.910	0.434
2001.04	374.700	0.500
2001.13	375.750	0.457
2001.21	375.770	0.301
2001.29	376.480	0.364
2001.38	376.785	0.720
2001.46	373.465	1.180
2001.54	367.240	0.438
2001.63	362.840	0.513
2001.71	363.695	0.430
2001.79	368.240	0.177
2001.88	372.690	0.082
2001.96	374.830	0.434
2002.04	376.010	0.500
2002.13	377.280	0.457
2002.21	378.060	0.301
2002.29	378.315	0.364
2002.38	378.070	0.720
2002.46	375.540	1.180
2002.54	369.683	0.438
2002.63	365.103	0.513
2002.71	365.760	0.430
2002.79	370.258	0.177
2002.88	374.352	0.082
2002.96	376.036	0.434
2003.04	379.650	0.500
2003.13	381.015	0.457
2003.21	381.290	0.301
2003.29	381.390	0.364
2003.38	381.420	0.720
2003.46	378.890	1.180
2003.54	372.900	0.438
2003.63	368.125	0.513
2003.71	368.990	0.430
2003.79	373.800	0.177
2003.88	378.480	0.082
2003.96	380.385	0.434
2004.04	380.980	0.500
2004.13	381.650	0.457
2004.21	382.550	0.301
2004.29	382.915	0.364
2004.38	382.610	0.720
2004.46	380.330	1.180
2004.54	374.280	0.438
2004.63	368.980	0.513
2004.71	368.950	0.430
2004.79	373.895	0.177
2004.88	378.278	0.082
2004.96	381.624	0.434
2005.04	383.480	0.500
2005.13	383.707	0.457
2005.21	383.671	0.301
2005.29	384.975	0.364
2005.38	385.100	0.720
2005.46	382.540	1.180
2005.54	376.000	0.438
2005.63	371.220	0.513
2005.71	372.115	0.430
2005.79	376.055	0.177
2005.88	381.055	0.082
2005.96	384.025	0.434
2006.04	384.765	0.500
2006.13	385.520	0.457
2006.21	386.425	0.301
2006.29	387.255	0.364
2006.38	387.640	0.720
2006.46	385.675	1.180
2006.54	379.730	0.438
2006.63	374.165	0.513
2006.71	374.890	0.430
2006.79	379.390	0.177
2006.88	383.970	0.082
2006.96	386.740	0.434
2007.04	387.840	0.500
2007.13	388.440	0.457
2007.21	389.060	0.301
2007.29	389.135	0.364
2007.38	388.440	0.720
2007.46	385.845	1.180
2007.54	379.680	0.438
2007.63	374.370	0.513
2007.71	375.555	0.430
2007.79	380.935	0.177
2007.88	385.020	0.082
2007.96	387.760	0.434
2008.04	389.480	0.500
2008.13	390.665	0.457
2008.21	391.480	0.301
2008.29	391.825	0.364
2008.38	391.480	0.720
2008.46	388.470	1.180
2008.54	382.390	0.438
2008.63	377.345	0.513
2008.71	377.615	0.430
2008.79	381.975	0.177
2008.88	387.290	0.082
2008.96	390.120	0.434
